team1,team2,city,date,toss_winner,first_batting,team1_player1,team1_player2,team1_player3,team1_player4,team1_player5,team1_player6,team1_player7,team1_player8,team1_player9,team1_player10,team1_player11,team2_player1,team2_player2,team2_player3,team2_player4,team2_player5,team2_player6,team2_player7,team2_player8,team2_player9,team2_player10,team2_player11,match_winner
England,Sri Lanka,Adelaide Oval,23 January 1999,1,0,NV Knight,AJ Stewart,GA Hick,N Hussain,NH Fairbrother,AJ Hollioake,MA Ealham,D Gough,AD Mullally,RDB Croft,VJ Wells,ST Jayasuriya,RS Kaluwitharana,MS Atapattu,HP Tillakaratne,DPMD Jayawardene,A Ranatunga,WPUJC Vaas,UDU Chandana,RS Mahanama,M Muralitharan,GP Wickramasinghe,1
Australia,Sri Lanka,Adelaide Oval,24 January 1999,1,0,AC Gilchrist,ME Waugh,BP Julian,GS Blewett,DS Lehmann,DR Martyn,SG Law,S Lee,SK Warne,AC Dale,GD McGrath,ST Jayasuriya,RS Kaluwitharana,MS Atapattu,HP Tillakaratne,DPMD Jayawardene,A Ranatunga,RS Mahanama,UDU Chandana,WPUJC Vaas,GP Wickramasinghe,M Muralitharan,0
South Africa,West Indies,East London,24 January 1999,1,1,PA Wallace,S Chanderpaul,NAM McLean,BC Lara,CL Hooper,KLT Arthurton,KF Semple,RD Jacobs,NC McGarrell,CEL Ambrose,RD King,G Kirsten,MJR Rindel,DJ Cullinan,JH Kallis,JN Rhodes,WJ Cronje,SM Pollock,MV Boucher,L Klusener,N Boje,HS Williams,1
Australia,England,Adelaide Oval,26 January 1999,1,0,ME Waugh,AC Gilchrist,GS Blewett,DS Lehmann,DR Martyn,SG Law,S Lee,BP Julian,SK Warne,AC Dale,GD McGrath,NV Knight,AJ Stewart,GA Hick,N Hussain,NH Fairbrother,JP Crawley,MA Ealham,RDB Croft,D Gough,DW Headley,AD Mullally,0
South Africa,West Indies,Durban,27 January 1999,1,0,DJ Cullinan,HH Gibbs,L Klusener,JH Kallis,WJ Cronje,JN Rhodes,DM Benkenstein,MV Boucher,AJ Hall,PL Symcox,S Elworthy,S Chanderpaul,JR Murray,BC Lara,CL Hooper,KLT Arthurton,KF Semple,RD Jacobs,NAM McLean,NC McGarrell,CEL Ambrose,RD King,0
England,Sri Lanka,Perth,29 January 1999,1,0,NV Knight,AJ Stewart,GA Hick,N Hussain,NH Fairbrother,AJ Hollioake,MA Ealham,RDB Croft,D Gough,DW Headley,AD Mullally,ST Jayasuriya,RS Kaluwitharana,MS Atapattu,PA de Silva,DPMD Jayawardene,A Ranatunga,RS Mahanama,UDU Chandana,WPUJC Vaas,M Muralitharan,PDRL Perera,0
South Africa,West Indies,St George's Park,30 January 1999,1,0,DJ Cullinan,HH Gibbs,JH Kallis,WJ Cronje,JN Rhodes,DM Benkenstein,SM Pollock,MV Boucher,L Klusener,N Boje,S Elworthy,S Chanderpaul,JR Murray,PA Wallace,KLT Arthurton,CL Hooper,RD Jacobs,KF Semple,NAM McLean,NC McGarrell,CEL Ambrose,RD King,0
Australia,Sri Lanka,Perth,31 January 1999,1,0,ME Waugh,AC Gilchrist,RT Ponting,DS Lehmann,DR Martyn,MG Bevan,S Lee,BP Julian,SK Warne,AC Dale,GD McGrath,ST Jayasuriya,RS Kaluwitharana,MS Atapattu,HP Tillakaratne,WPUJC Vaas,A Ranatunga,DPMD Jayawardene,RS Mahanama,GP Wickramasinghe,PDRL Perera,M Muralitharan,0
South Africa,West Indies,Cape Town,2 February 1999,1,0,G Kirsten,HH Gibbs,JH Kallis,SM Pollock,WJ Cronje,JN Rhodes,DM Benkenstein,MV Boucher,L Klusener,N Boje,S Elworthy,S Chanderpaul,JR Murray,KLT Arthurton,CL Hooper,RD Jacobs,KF Semple,D Ganga,RN Lewis,NAM McLean,CEL Ambrose,RD King,0
England,Sri Lanka,Sydney Cricket Ground,3 February 1999,1,1,DA Gunawardene,RS Kaluwitharana,WPUJC Vaas,PA de Silva,A Ranatunga,DPMD Jayawardene,MS Atapattu,UDU Chandana,HP Tillakaratne,GP Wickramasinghe,TT Samaraweera,NV Knight,VJ Wells,GA Hick,N Hussain,JP Crawley,MA Ealham,MW Alleyne,AJ Hollioake,BC Hollioake,AF Giles,D Gough,1
Australia,England,Sydney Cricket Ground,5 February 1999,1,1,NV Knight,AJ Stewart,GA Hick,N Hussain,VJ Wells,AJ Hollioake,MW Alleyne,MA Ealham,RDB Croft,D Gough,AD Mullally,ME Waugh,AC Gilchrist,RT Ponting,DS Lehmann,BP Julian,DR Martyn,MG Bevan,S Lee,SK Warne,MS Kasprowicz,AC Dale,0
South Africa,West Indies,Bloemfontein,5 February 1999,1,0,G Kirsten,MJR Rindel,DJ Cullinan,L Klusener,JH Kallis,WJ Cronje,DM Benkenstein,SM Pollock,MV Boucher,PL Symcox,PV Mpitsang,S Chanderpaul,JR Murray,NAM McLean,D Ganga,KLT Arthurton,RD Jacobs,CL Hooper,KF Semple,RN Lewis,CEL Ambrose,RD King,0
Australia,Sri Lanka,Melbourne Cricket Ground,7 February 1999,1,0,AC Gilchrist,ME Waugh,BP Julian,RT Ponting,DS Lehmann,DR Martyn,MG Bevan,S Lee,SK Warne,MS Kasprowicz,GD McGrath,DA Gunawardene,RS Kaluwitharana,PA de Silva,DPMD Jayawardene,A Ranatunga,HP Tillakaratne,MS Atapattu,WPUJC Vaas,TT Samaraweera,GP Wickramasinghe,M Muralitharan,0
South Africa,West Indies,SuperSport Centurion,7 February 1999,1,0,HH Gibbs,MJR Rindel,DJ Cullinan,JH Kallis,WJ Cronje,JN Rhodes,SM Pollock,MV Boucher,L Klusener,PL Symcox,AA Donald,S Chanderpaul,JR Murray,CL Hooper,BC Lara,KLT Arthurton,RD Jacobs,FL Reifer,KF Semple,RN Lewis,NAM McLean,RD King,0
Australia,England,Sydney Cricket Ground,10 February 1999,1,0,ME Waugh,AC Gilchrist,RT Ponting,DS Lehmann,DR Martyn,MG Bevan,S Lee,BP Julian,SK Warne,AC Dale,GD McGrath,NV Knight,AJ Stewart,GA Hick,N Hussain,NH Fairbrother,VJ Wells,AJ Hollioake,MA Ealham,RDB Croft,D Gough,AD Mullally,0
Australia,England,Melbourne Cricket Ground,13 February 1999,1,0,AC Gilchrist,ME Waugh,RT Ponting,DS Lehmann,DR Martyn,SG Law,S Lee,BP Julian,SK Warne,AC Dale,GD McGrath,NV Knight,AJ Stewart,GA Hick,N Hussain,NH Fairbrother,VJ Wells,AJ Hollioake,MA Ealham,RDB Croft,D Gough,AD Mullally,0
New Zealand,South Africa,Dunedin,14 February 1999,1,1,G Kirsten,HH Gibbs,JH Kallis,WJ Cronje,JN Rhodes,DM Benkenstein,SM Pollock,MV Boucher,L Klusener,PL Symcox,AA Donald,MJ Horne,NJ Astle,CD McMillan,AC Parore,CL Cairns,MD Bell,CZ Harris,DJ Nash,DL Vettori,GR Larsen,GI Allott,0
New Zealand,South Africa,Christchurch,17 February 1999,1,0,MJ Horne,NJ Astle,CD McMillan,RG Twose,AC Parore,DJ Nash,CZ Harris,DL Vettori,GR Larsen,SB Doull,GI Allott,G Kirsten,L Klusener,DJ Cullinan,JH Kallis,WJ Cronje,SM Pollock,JN Rhodes,PL Symcox,N Boje,MV Boucher,AA Donald,1
New Zealand,South Africa,Auckland,20 February 1999,1,1,G Kirsten,MV Boucher,L Klusener,JH Kallis,DJ Cullinan,WJ Cronje,JN Rhodes,SM Pollock,N Boje,PL Symcox,AA Donald,MJ Horne,NJ Astle,CD McMillan,RG Twose,AC Parore,CZ Harris,DJ Nash,DL Vettori,GR Larsen,SB Doull,GI Allott,0
Bangladesh,Pakistan,Dhaka,16 March 1999,1,1,Shahid Afridi,Wajahatullah Wasti,Saeed Anwar,Ijaz Ahmed,InzamamulHaq,Azhar Mahmood,Moin Khan,Saqlain Mushtaq,Wasim Akram,Arshad Khan,Shoaib Akhtar,Shahriar Hossain,Mehrab Hossain,Al Sahariar,Aminul Islam,Akram Khan,Naimur Rahman,Khaled Mahmud,Mohammad Rafique,Khaled Mashud,Hasibul Hossain,Manjural Islam,1
Pakistan,Sri Lanka,Jamshedpur,19 March 1999,1,0,Saeed Anwar,Shahid Afridi,Ijaz Ahmed,InzamamulHaq,Yousuf Youhana,Moin Khan,Azhar Mahmood,Wasim Akram,Saqlain Mushtaq,Arshad Khan,Shoaib Akhtar,DA Gunawardene,MS Atapattu,DPMD Jayawardene,PA de Silva,A Ranatunga,HP Tillakaratne,UDU Chandana,RS Kalpage,UC Hathurusingha,WPUJC Vaas,GP Wickramasinghe,0
Kenya,Zimbabwe,Dhaka,19 March 1999,1,1,NC Johnson,GW Flower,MW Goodwin,A Flower,ADR Campbell,EA Brandes,GJ Whittall,SV Carlisle,HH Streak,PA Strang,AR Whittall,KO Otieno,RD Shah,SO Tikolo,MO Odumbe,HS Modi,SK Gupta,AV Vadher,TM Odoyo,AO Suji,AY Karim,MA Suji,1
Bangladesh,Kenya,Dhaka,20 March 1999,1,0,Shahriar Hossain,Javed Omar,Al Sahariar,Aminul Islam,Mohammad Rafique,Hasibul Hossain,Khaled Mahmud,Akram Khan,Khaled Mashud,Enamul Haque,Aminul Islam jnr,KO Otieno,SK Gupta,SO Tikolo,MO Odumbe,HS Modi,AV Vadher,AY Karim,M Sheikh,TM Odoyo,MA Suji,AO Suji,1
Bangladesh,Zimbabwe,Dhaka,21 March 1999,1,1,NC Johnson,GW Flower,MW Goodwin,A Flower,ADR Campbell,SV Carlisle,DP Viljoen,HH Streak,EA Brandes,AG Huckle,M Mbangwa,Shahriar Hossain,Mehrab Hossain,Jahangir Alam,Aminul Islam,Akram Khan,Naimur Rahman,Khaled Mahmud,Mohammad Rafique,Enamul Haque,Hasibul Hossain,Shafiuddin Ahmed,1
India,Sri Lanka,Nagpur,22 March 1999,1,0,SC Ganguly,A Jadeja,R Dravid,M Azharuddin,VG Kambli,AB Agarkar,LR Shukla,NR Mongia,A Kumble,N Chopra,J Srinath,DA Gunawardene,RP Arnold,DPMD Jayawardene,PA de Silva,HP Tillakaratne,A Ranatunga,UDU Chandana,RS Kalpage,JWHD Boteju,WPUJC Vaas,GP Wickramasinghe,0
Kenya,Zimbabwe,Dhaka,23 March 1999,1,1,NC Johnson,GW Flower,MW Goodwin,A Flower,ADR Campbell,GJ Whittall,DP Viljoen,HH Streak,HK Olonga,PA Strang,AR Whittall,DN Chudasama,KO Otieno,SO Tikolo,MO Odumbe,HS Modi,AV Vadher,TM Odoyo,AO Suji,AY Karim,M Sheikh,JO Angara,1
India,Pakistan,Jaipur,24 March 1999,1,1,Saeed Anwar,Shahid Afridi,Ijaz Ahmed,InzamamulHaq,Yousuf Youhana,Moin Khan,Wasim Akram,Azhar Mahmood,Abdul Razzaq,Arshad Khan,Shoaib Akhtar,SC Ganguly,A Jadeja,R Dravid,M Azharuddin,VG Kambli,NR Mongia,AB Agarkar,GK Pandey,N Chopra,A Kumble,J Srinath,1
Bangladesh,Kenya,Dhaka,24 March 1999,1,1,KO Otieno,RD Shah,SO Tikolo,MO Odumbe,HS Modi,SK Gupta,TM Odoyo,AO Suji,M Sheikh,AY Karim,MA Suji,Shahriar Hossain,Mehrab Hossain,Akram Khan,Aminul Islam,Khaled Mahmud,Khaled Mashud,Mohammad Rafique,Enamul Haque,Naimur Rahman,Hasibul Hossain,Shafiuddin Ahmed,1
Bangladesh,Zimbabwe,Dhaka,25 March 1999,1,0,Shahriar Hossain,Mehrab Hossain,Akram Khan,Aminul Islam,Mahbubur Rahman,Khaled Mahmud,Neeyamur Rashid,Khaled Mashud,Enamul Haque,Hasibul Hossain,Shafiuddin Ahmed,NC Johnson,GW Flower,MW Goodwin,A Flower,ADR Campbell,GJ Whittall,SV Carlisle,DP Viljoen,AR Whittall,AG Huckle,M Mbangwa,1
New Zealand,South Africa,Napier,26 March 1999,1,0,MJ Horne,NJ Astle,DL Vettori,SP Fleming,RG Twose,AC Parore,CZ Harris,DJ Nash,GR Larsen,CE Bulfin,GI Allott,G Kirsten,HH Gibbs,JH Kallis,DJ Cullinan,WJ Cronje,DM Benkenstein,SM Pollock,L Klusener,MV Boucher,S Elworthy,AA Donald,1
New Zealand,South Africa,Auckland,27 March 1999,1,1,G Kirsten,HH Gibbs,MV Boucher,JH Kallis,DJ Cullinan,L Klusener,WJ Cronje,JN Rhodes,SM Pollock,N Boje,S Elworthy,MJ Horne,NJ Astle,BA Young,SP Fleming,RG Twose,AC Parore,CZ Harris,DJ Nash,DL Vettori,GR Larsen,GI Allott,1
Pakistan,Sri Lanka,Visakhapatnam,27 March 1999,1,1,DA Gunawardene,MS Atapattu,DPMD Jayawardene,PA de Silva,A Ranatunga,HP Tillakaratne,UDU Chandana,KEA Upashantha,RS Kalpage,JWHD Boteju,GP Wickramasinghe,Shahid Afridi,Imran Nazir,Ijaz Ahmed,InzamamulHaq,Yousuf Youhana,Azhar Mahmood,Moin Khan,Wasim Akram,Saqlain Mushtaq,Arshad Khan,Shoaib Akhtar,1
Kenya,Zimbabwe,Dhaka,27 March 1999,1,1,NC Johnson,GW Flower,MW Goodwin,A Flower,GJ Whittall,SV Carlisle,HH Streak,PA Strang,AG Huckle,AR Whittall,ADR Campbell,KO Otieno,RD Shah,SK Gupta,MO Odumbe,HS Modi,TM Odoyo,AY Karim,AO Suji,M Sheikh,MA Suji,SO Tikolo,1
India,Sri Lanka,Pune,30 March 1999,1,0,S Ramesh,SC Ganguly,R Dravid,A Jadeja,AR Khurasiya,RR Singh,AB Agarkar,NR Mongia,A Kumble,N Chopra,J Srinath,DA Gunawardene,MS Atapattu,DPMD Jayawardene,PA de Silva,WPUJC Vaas,A Ranatunga,UDU Chandana,HP Tillakaratne,RS Kalpage,KEA Upashantha,GP Wickramasinghe,0
India,Pakistan,Mohali,1 April 1999,1,0,SC Ganguly,SS Karim,R Dravid,A Jadeja,AR Khurasiya,RR Singh,V Sehwag,HH Kanitkar,LR Shukla,GK Pandey,BKV Prasad,Saeed Anwar,Shahid Afridi,Imran Nazir,Ijaz Ahmed,InzamamulHaq,Azhar Mahmood,Moin Khan,Wasim Akram,Shoaib Akhtar,Saqlain Mushtaq,Shahid Nazir,1
India,Pakistan,Bangalore,4 April 1999,1,1,Saeed Anwar,Shahid Afridi,Ijaz Ahmed,InzamamulHaq,Yousuf Youhana,Moin Khan,Azhar Mahmood,Wasim Akram,Saqlain Mushtaq,Arshad Khan,Shoaib Akhtar,SC Ganguly,S Ramesh,R Dravid,AR Khurasiya,A Jadeja,RR Singh,AB Agarkar,NR Mongia,A Kumble,J Srinath,BKV Prasad,1
England,Pakistan,Sharjah Cricket Association Stadium,7 April 1999,1,1,Saeed Anwar,Shahid Afridi,Ijaz Ahmed,InzamamulHaq,Wasim Akram,Moin Khan,Azhar Mahmood,Yousuf Youhana,Saleem Malik,Saqlain Mushtaq,Shoaib Akhtar,NV Knight,AJ Stewart,GA Hick,GP Thorpe,NH Fairbrother,A Flintoff,AJ Hollioake,MA Ealham,RDB Croft,D Gough,AD Mullally,1
India,Pakistan,Sharjah Cricket Association Stadium,8 April 1999,1,1,Saeed Anwar,Shahid Afridi,Ijaz Ahmed,InzamamulHaq,Yousuf Youhana,Wasim Akram,Moin Khan,Azhar Mahmood,Arshad Khan,Saqlain Mushtaq,Shoaib Akhtar,S Ramesh,SC Ganguly,R Dravid,M Azharuddin,A Jadeja,RR Singh,SB Joshi,NR Mongia,J Srinath,A Kumble,BKV Prasad,1
England,India,Sharjah Cricket Association Stadium,9 April 1999,1,1,S Ramesh,SC Ganguly,R Dravid,M Azharuddin,A Jadeja,RR Singh,NR Mongia,SB Joshi,A Kumble,J Srinath,BKV Prasad,NV Knight,AJ Stewart,GA Hick,GP Thorpe,NH Fairbrother,A Flintoff,MA Ealham,RDB Croft,ID Austin,D Gough,AD Mullally,1
England,India,Sharjah Cricket Association Stadium,11 April 1999,1,1,S Ramesh,SC Ganguly,R Dravid,VG Kambli,J Srinath,A Jadeja,RR Singh,NR Mongia,A Kumble,SB Joshi,BKV Prasad,NV Knight,AJ Stewart,VJ Wells,MA Ealham,GA Hick,GP Thorpe,A Flintoff,NH Fairbrother,ID Austin,D Gough,ARC Fraser,1
West Indies,Australia,Kingstown,11 April 1999,1,0,SL Campbell,S Chanderpaul,BC Lara,JC Adams,SC Williams,KLT Arthurton,PV Simmons,HR Bryan,NO Perry,M Dillon,CA Walsh,ME Waugh,AC Gilchrist,RT Ponting,DS Lehmann,SR Waugh,MG Bevan,S Lee,BP Julian,SK Warne,PR Reiffel,DW Fleming,0
England,Pakistan,Sharjah Cricket Association Stadium,12 April 1999,1,0,NV Knight,AJ Stewart,VJ Wells,GA Hick,GP Thorpe,A Flintoff,NH Fairbrother,MA Ealham,ID Austin,D Gough,ARC Fraser,Wajahatullah Wasti,Shahid Afridi,Ijaz Ahmed,InzamamulHaq,Saleem Malik,Azhar Mahmood,Moin Khan,Wasim Akram,Saqlain Mushtaq,Arshad Khan,Shoaib Akhtar,0
India,Pakistan,Sharjah Cricket Association Stadium,13 April 1999,1,1,Shahid Afridi,Saeed Anwar,Wajahatullah Wasti,Ijaz Ahmed,InzamamulHaq,Saleem Malik,Moin Khan,Wasim Akram,Azhar Mahmood,Saqlain Mushtaq,Shoaib Akhtar,AR Khurasiya,S Ramesh,R Dravid,A Jadeja,RR Singh,VG Kambli,NR Mongia,AB Agarkar,SB Joshi,A Kumble,BKV Prasad,0
West Indies,Australia,St George's,14 April 1999,1,1,AC Gilchrist,ME Waugh,DR Martyn,DS Lehmann,SR Waugh,MG Bevan,S Lee,BP Julian,PR Reiffel,SK Warne,DW Fleming,SL Campbell,S Chanderpaul,BC Lara,JC Adams,CL Hooper,SC Williams,KLT Arthurton,PV Simmons,HR Bryan,CEL Ambrose,RD King,1
India,Pakistan,Sharjah Cricket Association Stadium,16 April 1999,1,0,S Ramesh,SC Ganguly,R Dravid,M Azharuddin,A Jadeja,J Srinath,RR Singh,NR Mongia,AB Agarkar,A Kumble,BKV Prasad,Saeed Anwar,Shahid Afridi,Ijaz Ahmed,InzamamulHaq,Yousuf Youhana,Moin Khan,Azhar Mahmood,Wasim Akram,Saqlain Mushtaq,Arshad Khan,Shoaib Akhtar,1
West Indies,Australia,Port of Spain,17 April 1999,1,1,ME Waugh,AC Gilchrist,S Lee,DR Martyn,DS Lehmann,SR Waugh,MG Bevan,TM Moody,SK Warne,DW Fleming,GD McGrath,SC Williams,SL Campbell,JC Adams,CL Hooper,BC Lara,PV Simmons,KLT Arthurton,RD Jacobs,HR Bryan,NO Perry,CEL Ambrose,0
West Indies,Australia,Port of Spain,18 April 1999,1,1,AC Gilchrist,ME Waugh,RT Ponting,DS Lehmann,SR Waugh,MG Bevan,S Lee,TM Moody,BP Julian,SK Warne,DW Fleming,SL Campbell,RD Jacobs,JC Adams,CL Hooper,BC Lara,SC Williams,PV Simmons,CEL Ambrose,M Dillon,NO Perry,CA Walsh,1
West Indies,Australia,Georgetown,21 April 1999,1,0,RD Jacobs,SL Campbell,JC Adams,CL Hooper,S Chanderpaul,SC Williams,PV Simmons,KLT Arthurton,HR Bryan,M Dillon,CA Walsh,ME Waugh,AC Gilchrist,RT Ponting,DS Lehmann,SR Waugh,MG Bevan,S Lee,TM Moody,SK Warne,PR Reiffel,DW Fleming,2
West Indies,Australia,Bridgetown,24 April 1999,1,0,SL Campbell,RD Jacobs,JC Adams,CL Hooper,S Chanderpaul,SC Williams,KLT Arthurton,HR Bryan,NO Perry,M Dillon,RD King,AC Gilchrist,ME Waugh,BP Julian,RT Ponting,DS Lehmann,SR Waugh,MG Bevan,S Lee,TM Moody,SK Warne,DW Fleming,1
West Indies,Australia,Bridgetown,25 April 1999,1,1,ME Waugh,AC Gilchrist,RT Ponting,DS Lehmann,SR Waugh,MG Bevan,S Lee,TM Moody,BP Julian,SK Warne,DW Fleming,SL Campbell,RD Jacobs,JC Adams,S Chanderpaul,SC Williams,KLT Arthurton,HR Bryan,NO Perry,CEL Ambrose,M Dillon,RD King,0
England,Sri Lanka,London,14 May 1999,1,1,ST Jayasuriya,RS Mahanama,MS Atapattu,HP Tillakaratne,PA de Silva,A Ranatunga,RS Kaluwitharana,WPUJC Vaas,KEA Upashantha,GP Wickramasinghe,M Muralitharan,N Hussain,AJ Stewart,GA Hick,GP Thorpe,NH Fairbrother,A Flintoff,AJ Hollioake,MA Ealham,ID Austin,D Gough,AD Mullally,0
India,South Africa,Hove,15 May 1999,1,0,SC Ganguly,SR Tendulkar,R Dravid,M Azharuddin,A Jadeja,RR Singh,NR Mongia,AB Agarkar,J Srinath,A Kumble,BKV Prasad,G Kirsten,HH Gibbs,MV Boucher,JH Kallis,DJ Cullinan,WJ Cronje,JN Rhodes,L Klusener,SM Pollock,N Boje,AA Donald,1
Kenya,Zimbabwe,Taunton,15 May 1999,1,0,KO Otieno,RD Shah,SO Tikolo,MO Odumbe,HS Modi,AV Vadher,TM Odoyo,AY Karim,AO Suji,MA Suji,JK Kamande,NC Johnson,GW Flower,PA Strang,MW Goodwin,A Flower,ADR Campbell,GJ Whittall,SV Carlisle,HH Streak,AR Whittall,M Mbangwa,1
Australia,Scotland,New Road,16 May 1999,1,1,BMW Patterson,IL Philip,MJD Allingham,MJ Smith,G Salmond,GM Hamilton,JE Brinkley,AG Davies,JAR Blain,Asim Butt,NR Dyer,AC Gilchrist,ME Waugh,RT Ponting,DS Lehmann,SR Waugh,MG Bevan,S Lee,SK Warne,DW Fleming,AC Dale,GD McGrath,0
Pakistan,West Indies,Bristol,16 May 1999,1,0,Saeed Anwar,Shahid Afridi,Abdul Razzaq,Ijaz Ahmed,InzamamulHaq,Yousuf Youhana,Azhar Mahmood,Wasim Akram,Moin Khan,Saqlain Mushtaq,Shoaib Akhtar,SL Campbell,RD Jacobs,JC Adams,BC Lara,S Chanderpaul,RL Powell,PV Simmons,CEL Ambrose,KLT Arthurton,M Dillon,CA Walsh,0
Bangladesh,New Zealand,Chelmsford,17 May 1999,1,0,Shahriar Hossain,Mehrab Hossain,Akram Khan,Aminul Islam,Khaled Mashud,Naimur Rahman,Khaled Mahmud,Mohammad Rafique,Enamul Haque,Hasibul Hossain,Manjural Islam,MJ Horne,NJ Astle,CD McMillan,SP Fleming,RG Twose,CL Cairns,AC Parore,CZ Harris,DJ Nash,GR Larsen,GI Allott,1
England,Kenya,Canterbury,18 May 1999,1,1,KO Otieno,RD Shah,SO Tikolo,MO Odumbe,HS Modi,AV Vadher,TM Odoyo,AY Karim,AO Suji,M Sheikh,MA Suji,N Hussain,AJ Stewart,GA Hick,GP Thorpe,NH Fairbrother,A Flintoff,MA Ealham,RDB Croft,ID Austin,D Gough,AD Mullally,0
India,Zimbabwe,Leicester,19 May 1999,1,1,NC Johnson,GW Flower,PA Strang,MW Goodwin,A Flower,ADR Campbell,GJ Whittall,SV Carlisle,HH Streak,EA Brandes,HK Olonga,SC Ganguly,S Ramesh,R Dravid,M Azharuddin,A Jadeja,RR Singh,AB Agarkar,NR Mongia,J Srinath,A Kumble,BKV Prasad,1
South Africa,Sri Lanka,Northampton,19 May 1999,1,0,G Kirsten,HH Gibbs,MV Boucher,JH Kallis,DJ Cullinan,WJ Cronje,JN Rhodes,SM Pollock,L Klusener,S Elworthy,AA Donald,ST Jayasuriya,RS Kaluwitharana,MS Atapattu,PA de Silva,RS Mahanama,A Ranatunga,DPMD Jayawardene,UDU Chandana,WPUJC Vaas,GP Wickramasinghe,M Muralitharan,0
Australia,New Zealand,Cardiff,20 May 1999,1,0,ME Waugh,AC Gilchrist,RT Ponting,DS Lehmann,SR Waugh,MG Bevan,S Lee,SK Warne,DW Fleming,AC Dale,GD McGrath,MJ Horne,NJ Astle,CD McMillan,SP Fleming,RG Twose,CL Cairns,AC Parore,CZ Harris,DJ Nash,GR Larsen,GI Allott,1
Pakistan,Scotland,Chester-le-Street,20 May 1999,1,0,Saeed Anwar,Shahid Afridi,Abdul Razzaq,InzamamulHaq,Saleem Malik,Yousuf Youhana,Moin Khan,Wasim Akram,Saqlain Mushtaq,Shoaib Akhtar,Azhar Mahmood,BMW Patterson,IL Philip,MJ Smith,IM Stanger,G Salmond,GM Hamilton,JE Brinkley,AG Davies,JAR Blain,Asim Butt,NR Dyer,0
Bangladesh,West Indies,Dublin,21 May 1999,1,0,Shahriar Hossain,Mehrab Hossain,Akram Khan,Aminul Islam,Minhajul Abedin,Naimur Rahman,Khaled Mahmud,Khaled Mashud,Enamul Haque,Hasibul Hossain,Manjural Islam,SL Campbell,RD Jacobs,JC Adams,BC Lara,S Chanderpaul,SC Williams,PV Simmons,HR Bryan,M Dillon,RD King,CA Walsh,1
England,South Africa,London,22 May 1999,1,1,G Kirsten,HH Gibbs,JH Kallis,DJ Cullinan,WJ Cronje,JN Rhodes,L Klusener,SM Pollock,MV Boucher,S Elworthy,AA Donald,N Hussain,AJ Stewart,GA Hick,GP Thorpe,NH Fairbrother,A Flintoff,MA Ealham,RDB Croft,D Gough,ARC Fraser,AD Mullally,1
Sri Lanka,Zimbabwe,New Road,22 May 1999,1,1,NC Johnson,GW Flower,PA Strang,MW Goodwin,A Flower,ADR Campbell,GJ Whittall,SV Carlisle,HH Streak,EA Brandes,HK Olonga,ST Jayasuriya,RS Mahanama,MS Atapattu,PA de Silva,A Ranatunga,DPMD Jayawardene,RS Kaluwitharana,WPUJC Vaas,KEA Upashantha,GP Wickramasinghe,M Muralitharan,0
India,Kenya,Bristol,23 May 1999,1,0,S Ramesh,SC Ganguly,R Dravid,SR Tendulkar,M Azharuddin,A Jadeja,NR Mongia,N Chopra,AB Agarkar,J Srinath,DS Mohanty,KO Otieno,RD Shah,SK Gupta,SO Tikolo,MO Odumbe,TM Odoyo,AY Karim,AV Vadher,MA Suji,HS Modi,JO Angara,0
Australia,Pakistan,Leeds,23 May 1999,1,1,Wajahatullah Wasti,Saeed Anwar,Abdul Razzaq,Ijaz Ahmed,InzamamulHaq,Yousuf Youhana,Wasim Akram,Moin Khan,Azhar Mahmood,Saqlain Mushtaq,Shoaib Akhtar,AC Gilchrist,ME Waugh,RT Ponting,DS Lehmann,SR Waugh,MG Bevan,DR Martyn,SK Warne,PR Reiffel,DW Fleming,GD McGrath,1
Scotland,Bangladesh,Raeburn Place,24 May 1999,1,1,Khaled Mashud,Mehrab Hossain,Faruk Ahmed,Aminul Islam,Akram Khan,Minhajul Abedin,Naimur Rahman,Khaled Mahmud,Enamul Haque,Hasibul Hossain,Manjural Islam,BMW Patterson,IL Philip,MJ Smith,IM Stanger,G Salmond,GM Hamilton,JE Brinkley,AG Davies,JAR Blain,Asim Butt,NR Dyer,1
New Zealand,West Indies,Southampton,24 May 1999,1,0,MJ Horne,NJ Astle,CD McMillan,SP Fleming,RG Twose,CL Cairns,AC Parore,CZ Harris,DJ Nash,GR Larsen,GI Allott,SL Campbell,RD Jacobs,JC Adams,BC Lara,SC Williams,S Chanderpaul,PV Simmons,CEL Ambrose,M Dillon,RD King,CA Walsh,1
England,Zimbabwe,Nottingham,25 May 1999,1,1,NC Johnson,GW Flower,PA Strang,MW Goodwin,A Flower,ADR Campbell,GJ Whittall,SV Carlisle,HH Streak,HK Olonga,M Mbangwa,N Hussain,AJ Stewart,GA Hick,GP Thorpe,NH Fairbrother,A Flintoff,AJ Hollioake,MA Ealham,D Gough,ARC Fraser,AD Mullally,0
Kenya,South Africa,Amstelveen,26 May 1999,1,0,KO Otieno,RD Shah,SK Gupta,SO Tikolo,MO Odumbe,AV Vadher,TM Odoyo,AY Karim,M Sheikh,MA Suji,JO Angara,G Kirsten,HH Gibbs,MV Boucher,JH Kallis,DJ Cullinan,JN Rhodes,L Klusener,SM Pollock,WJ Cronje,S Elworthy,AA Donald,1
